1089865,SCREW,2.2,0010,2J,4364422,0.0000,1.782
1093094,CLAMP,3.1000,0001,2J,,0.0000,2.511
1093596,WASHER-SEALING,0.9600,0001,2J,,0.0000,0.7776
1093597,WASHER-SEALING,0.9600,0001,2J,,0.0000,0.7776
1096825,KIT-EXHAUSTSYSTEMMOUNTING,2.1400,0001,VM,,0.0000,1.6692
1096830,KIT-EXHAUSTSYSTEMMOUNTING,3.0600,0001,VM,,0.0000,2.3868
1100035,PLUG,3.4000000000000004,0010,2J,LR003517,0.0000,2.7540000000000004
11009L,CLIP,27.7,0005,2J,,0.0000,22.437
11011L,GRUBSCREW,24.9300,0001,2J,,0.0000,20.1933
11015L,SCREW,11.6500,0001,2J,,0.0000,9.4365
1102415,SEAL-CRANKSHAFTOIL-FRONT,3.4600,0001,YP,,0.0000,2.4912
1102770,PLUG,17.9,0010,2J,,0.0000,14.498999999999999
1102774,PLUG-ENGINE,19.2,0010,2J,,0.0000,15.552
1102797,BOLT,2.2,0010,2J,,0.0000,1.782
1105338,SCREW,2.7,0010,2J,,0.0000,2.1870000000000003
1106473,Gasket-WaterPump,4.9900,0001,UP,,0.0000,3.5928000000000004
1119912,BOLT,0.4200,0001,2J,,0.0000,0.3402
1120157,NUT-FLANGED,0.5100,0001,2J,FX108046,0.0000,0.4131
1132271,PLUG-ENGINE,0.3200,0001,YH,7056734,0.0000,0.2672
1141357,SHAFT-INTERMEDIATE,170.0900,0001,ZH,,0.0000,142.02515
1141598,SENSOR,56.0800,0001,2J,LR008935,0.0000,45.4248
1148055,SCREW,2.0,0010,2J,LR005989,0.0000,1.62
1180242,CLAMP,1.3800,0001,2J,,0.0000,1.1178
11820L,CLIP,34.7,0005,2J,,0.0000,28.107000000000003
11987L,OLIVE,11.100000000000001,0010,2M,,0.0000,8.658000000000001
11988L,OLIVE,18.5,0010,2M,,0.0000,14.43
11H1781L,PAD-PEDAL,2.8400,0001,2M,,0.0000,2.2152
11H5569L,WHEELCHOCK,6.3800,0001,ZM,,0.0000,4.9764
1207956,STUD,3.4000000000000004,0010,2J,,0.0000,2.7540000000000004
1209812,SCREW,35.8,0010,2J,,0.0000,28.997999999999998
1225745,BOLTANDWASHER-HEX.HEAD,2.3700,0001,2J,,0.0000,1.9197000000000002
1237728,SEAL,3.4800,0001,YP,,0.0000,2.5056000000000003
1255708,SCREW,1.4100,0001,2J,,0.0000,1.1421
1263911,PIN-FASTENING,0.2000,0001,YH,STC2099,0.0000,0.167
1268539,PLUG,0.4700,0001,YH,STC2003,0.0000,0.39244999999999997
